27/11/2023 10:23:50 am
Time(s)	Displacement(mm) Force(N)
369.7548	50.0000	4.5066
369.8552	50.0000	4.5040
369.9551	50.0000	4.5026
370.0547	50.0000	4.5054
370.1552	50.0000	4.5064
370.2545	50.0000	4.5073
370.3551	50.0000	4.5051
370.4552	50.0000	4.5065
370.5552	50.0000	4.5045
370.6552	50.0000	4.5084
370.7552	50.0000	4.5022
370.8552	50.0000	4.5046
370.9552	50.0000	4.5075
371.0552	50.0000	4.5050
371.1552	50.0000	4.5049
371.2552	50.0000	4.5018
371.3573	50.0000	4.5079
371.4574	50.0000	4.5049
371.5575	50.0000	4.5074
371.6575	50.0000	4.5035
371.7575	50.0000	4.5062
371.8575	50.0000	4.5034
371.9581	50.0000	4.5043
372.0576	50.0000	4.5069
372.1573	50.0000	4.5044
372.2576	50.0000	4.5039
372.3576	50.0000	4.5040
372.4573	50.0000	4.4983
372.5575	50.0000	4.5007
372.6576	50.0000	4.5011
372.7576	50.0000	4.5037
372.8585	50.0000	4.5036
372.9585	50.0000	4.4996
373.0589	50.0000	4.4993
373.1586	50.0000	4.5076
373.2592	50.0000	4.5059
373.3588	50.0000	4.5049
373.4591	50.0000	4.5051
373.5595	50.0000	4.5087
373.6594	50.0000	4.5027
373.7594	50.0000	4.5032
373.8596	50.0000	4.5046
373.9598	50.0000	4.5052
374.0602	50.0000	4.5058
374.1601	50.0000	4.5050
374.2598	50.0000	4.5031
374.3598	50.0000	4.5015
374.4599	50.0000	4.5024
374.5594	50.0000	4.5087
374.6599	50.0000	4.5060
374.7598	50.0000	4.5057
374.8605	50.0000	4.5047
374.9615	50.0000	4.5060
375.0615	50.0000	4.5024
375.1625	50.0000	4.5065
375.2624	50.0000	4.5049
375.3624	50.0000	4.5037
375.4633	50.0000	4.5037
375.5645	50.0000	4.5045
375.6647	50.0000	4.5049
375.7652	50.0000	4.5032
375.8652	50.0000	4.5032
375.9647	50.0000	4.5037
376.0652	50.0000	4.5041
376.1649	50.0000	4.5017
376.2653	50.0000	4.5015
376.3652	50.0000	4.5028
376.4652	50.0000	4.5052
376.5653	50.0000	4.5042
376.6650	50.0000	4.5054
376.7653	50.0000	4.5018
376.8650	50.0000	4.5036
376.9652	50.0000	4.5038
377.0652	50.0000	4.5055
377.1652	50.0000	4.5045
377.2653	50.0000	4.5029
377.3653	50.0000	4.5049
377.4673	50.0000	4.4987
377.5676	50.0000	4.5023
377.6694	50.0000	4.5035
377.7704	50.0000	4.5042
377.8709	50.0000	4.5029
377.9712	50.0000	4.5061
378.0715	50.0000	4.4992
378.1718	50.0000	4.4996
378.2717	50.0000	4.5021
378.3716	50.0000	4.5045
378.4716	50.0000	4.5052
378.5718	50.0000	4.5093
378.6717	50.0000	4.5076
378.7717	50.0000	4.5040
378.8719	50.0000	4.5033
378.9719	50.0000	4.5026
379.0719	50.0000	4.5053
379.1724	50.0000	4.5086
379.2733	50.0000	4.4986
379.3733	50.0000	4.5059
379.4733	50.0000	4.5057
379.5736	50.0000	4.5023
379.6737	50.0000	4.5033
379.7734	50.0000	4.5035
379.8737	50.0000	4.5029
379.9737	50.0000	4.5032
380.0741	50.0000	4.5041
380.1735	50.0000	4.5024
380.2736	50.0000	4.5045
380.3743	50.0000	4.5043
380.4752	50.0000	4.5058
380.5753	50.0000	4.5020
380.6752	50.0000	4.5058
380.7750	50.0000	4.5015
380.8753	50.0000	4.5017
380.9753	50.0000	4.5058
381.0753	50.0000	4.5019
381.1750	50.0000	4.5021
381.2749	50.0000	4.5038
381.3753	50.0000	4.5081
381.4750	50.0000	4.5046
381.5749	50.0000	4.5053
381.6753	50.0000	4.5020
381.7753	50.0000	4.5042
381.8753	50.0000	4.5043
381.9744	50.0000	4.5081
382.0751	50.0000	4.5020
382.1753	50.0000	4.5055
382.2750	50.0000	4.5025
382.3753	50.0000	4.5092
382.4744	50.0000	4.5026
382.5753	50.0000	4.5033
382.6749	50.0000	4.5042
382.7752	50.0000	4.5057
382.8749	50.0000	4.5050
382.9754	50.0000	4.5038
383.0763	50.0000	4.5023
383.1755	50.0000	4.5050
383.2774	50.0000	4.5055
383.3784	50.0000	4.5042
383.4786	50.0000	4.5044
383.5793	50.0000	4.5062
383.6792	50.0000	4.5066
383.7792	50.0000	4.5013
383.8793	50.0000	4.5038
383.9784	50.0000	4.5020
384.0787	50.0000	4.5066
384.1787	50.0000	4.5058
384.2787	50.0000	4.5065
384.3789	50.0000	4.5070
384.4784	50.0000	4.5041
384.5784	50.0000	4.5039
384.6784	50.0000	4.5062
384.7785	50.0000	4.5053
384.8799	50.0000	4.5009
384.9808	50.0000	4.5035
385.0813	50.0000	4.5036
385.1807	50.0000	4.5032
385.2808	50.0000	4.5013
385.3805	50.0000	4.5037
385.4809	50.0000	4.5052
385.5812	50.0000	4.5034
385.6807	50.0000	4.5001
385.7810	50.0000	4.5028
385.8809	50.0000	4.5015
385.9812	50.0000	4.5042
386.0804	50.0000	4.5038
386.1806	50.0000	4.5033
386.2809	50.0000	4.5024
386.3814	50.0000	4.5042
386.4809	50.0000	4.5014
386.5811	50.0000	4.5028
386.6805	50.0000	4.5040
386.7808	50.0000	4.5045
386.8822	50.0000	4.5067
386.9824	50.0000	4.5048
387.0816	50.0000	4.5019
387.1824	50.0000	4.5066
387.2815	50.0000	4.5063
387.3824	50.0000	4.5052
387.4829	50.0000	4.5032
387.5830	50.0000	4.5043
387.6829	50.0000	4.5037
387.7830	50.0000	4.5041
387.8826	50.0000	4.5097
387.9829	50.0000	4.5078
388.0830	50.0000	4.5056
388.1829	50.0000	4.5071
388.2830	50.0000	4.5058
388.3831	50.0000	4.5080
388.4833	50.0000	4.5057
388.5835	50.0000	4.5044
388.6834	50.0000	4.5024
388.7834	50.0000	4.5005
388.8845	50.0000	4.5024
388.9853	50.0000	4.5043
389.0853	50.0000	4.5024
389.1854	50.0000	4.5076
389.2862	50.0000	4.4978
389.3860	50.0000	4.5105
389.4857	50.0000	4.5051
389.5855	50.0000	4.5061
389.6862	50.0000	4.5024
389.7860	50.0000	4.5062
389.8857	50.0000	4.5012
389.9854	50.0000	4.5070
390.0862	50.0000	4.5083
390.1859	50.0000	4.5060
390.2856	50.0000	4.5072
390.3871	50.0000	4.5043
390.4876	50.0000	4.5079
390.5876	50.0000	4.4896
390.6884	50.0000	4.4471
390.7876	50.0000	4.1041
390.8877	50.0000	3.5415
390.9878	50.0000	2.9088
391.0878	50.0000	2.6078
391.1878	50.0000	2.6106
391.2878	50.0000	2.6224
391.3877	50.0000	2.6221
391.4878	50.0000	2.6222
391.5885	50.0000	2.6212
391.6888	50.0000	2.6125
391.7894	50.0000	2.6089
391.8896	50.0000	2.6154
391.9895	50.0000	2.6212
392.0895	50.0000	2.6201
392.1906	50.0000	2.5762
392.2917	50.0000	2.4609
392.3925	50.0000	2.4887
392.4928	50.0000	2.6135
392.5930	50.0000	2.6122
392.6931	50.0000	2.6192
392.7930	50.0000	2.6228
392.8932	50.0000	2.6176
392.9934	50.0000	2.6183
393.0932	50.0000	2.6116
393.1943	50.0000	2.6185
393.2941	50.0000	2.6117
393.3945	50.0000	2.6164
393.4947	50.0000	2.6108
393.5954	50.0000	2.6159
393.6946	50.0000	2.6185
393.7954	50.0000	2.6158
393.8949	50.0000	2.6185
393.9949	50.0000	2.6151
394.0954	50.0000	2.6157
394.1954	50.0000	2.6152
394.2954	50.0000	2.6180
394.3954	50.0000	2.6181
394.4948	50.0000	2.6166
394.5953	50.0000	2.6172
394.6951	50.0000	2.6169
394.7954	50.0000	2.6170
394.8949	50.0000	2.6141
394.9950	50.0000	2.6169
395.0954	50.0000	2.6162
395.1954	50.0000	2.6148
395.2954	50.0000	2.6157
395.3948	50.0000	2.6153
395.4963	50.0000	2.6154
395.5972	50.0000	2.6167
395.6969	50.0000	2.6103
395.7969	50.0000	2.6139
395.8976	50.0000	2.6154
395.9978	50.0000	2.6155
396.0976	50.0000	2.6152
396.1978	50.0000	2.6167
396.2977	50.0000	2.6154
396.3979	50.0000	2.6166
396.4978	50.0000	2.6144
396.5977	50.0000	2.6175
396.6978	50.0000	2.6137
396.7977	50.0000	2.6168
396.8978	50.0000	2.6159
396.9978	50.0000	2.6169
397.0978	50.0000	2.6169
397.1978	50.0000	2.6140
397.2978	50.0000	2.6175
397.3979	50.0000	2.6154
397.4977	50.0000	2.6183
397.5979	50.0000	2.6164
397.6979	50.0000	2.6186
397.7980	50.0000	2.6171
397.8985	50.0000	2.6191
397.9987	50.0000	2.6165
398.0989	50.0000	2.6119
398.1997	50.0000	2.6145
398.3000	50.0000	2.6155
398.4004	50.0000	2.6218
398.5004	50.0000	2.6150
398.6007	50.0000	2.6164
398.7013	50.0000	2.6132
398.8012	50.0000	2.6174
398.9017	50.0000	2.6166
399.0021	50.0000	2.6179
399.1022	50.0000	2.6069
399.2018	50.0000	2.6141
399.3016	50.0000	2.6172
399.4018	50.0000	2.6155
399.5021	50.0000	2.6165
399.6026	50.0000	2.6128
399.7030	50.0000	2.6129
399.8027	50.0000	2.6154
399.9028	50.0000	2.6166
400.0031	50.0000	2.6164
400.1031	50.0000	2.6167
400.2033	50.0000	2.6185
400.3032	50.0000	2.6180
400.4031	50.0000	2.6161
400.5031	50.0000	2.6180
400.6034	50.0000	2.6163
400.7034	50.0000	2.6158
400.8025	50.0000	2.6162
400.9033	50.0000	2.6192
401.0044	50.0000	2.6160
401.1038	50.0000	2.6148
401.2047	50.0000	2.6165
401.3055	50.0000	2.6151
401.4054	50.0000	2.6164
401.5054	50.0000	2.6166
401.6055	50.0000	2.6172
401.7055	50.0000	2.6146
401.8054	50.0000	2.6180
401.9055	50.0000	2.6148
402.0054	50.0000	2.6166
402.1053	50.0000	2.6138
402.2055	50.0000	2.6188
402.3055	50.0000	2.6158
402.4055	50.0000	2.6178
402.5053	50.0000	2.6149
402.6051	50.0000	2.6168
402.7055	50.0000	2.6120
402.8053	50.0000	2.6179
402.9055	50.0000	2.6200
403.0054	50.0000	2.6121
403.1055	50.0000	2.6184
403.2055	50.0000	2.5802
403.3053	50.0000	2.5854
403.4053	50.0000	2.4220
403.5054	50.0000	2.4813
403.6055	50.0000	2.6171
403.7055	50.0000	2.5890
403.8052	50.0000	2.5892
403.9055	50.0000	2.7136
404.0054	50.0000	2.6234
404.1055	50.0000	2.4938
404.2050	50.0000	2.5901
404.3055	50.0000	2.7526
404.4055	50.0000	2.5374
404.5055	50.0000	2.5986
404.6056	50.0000	2.6735
404.7076	50.0000	2.4731
404.8078	50.0000	2.5170
404.9078	50.0000	2.5457
405.0079	50.0000	2.6052
405.1077	50.0000	2.5691
405.2079	50.0000	2.5727
405.3078	50.0000	2.6214
405.4079	50.0000	2.6359
405.5080	50.0000	2.6068
405.6078	50.0000	2.6549
405.7079	50.0000	2.5537
405.8078	50.0000	2.5700
405.9079	50.0000	2.6251
406.0079	50.0000	2.6322
406.1080	50.0000	2.5994
406.2077	50.0000	2.6240
406.3090	50.0000	2.5307
406.4086	50.0000	2.3649
406.5091	50.0000	2.4957
406.6096	50.0000	2.5557
406.7107	50.0000	2.6007
406.8108	50.0000	2.6832
406.9114	50.0000	2.6918
407.0111	50.0000	2.6234
407.1112	50.0000	2.6837
407.2114	50.0000	2.7098
407.3114	50.0000	2.6366
407.4114	50.0000	2.6154
407.5115	50.0000	2.6181
407.6123	50.0000	2.6295
407.7121	50.0000	2.6423
407.8122	50.0000	2.6200
407.9127	50.0000	2.6196
408.0128	50.0000	2.6103
408.1127	50.0000	2.6087
408.2132	50.0000	2.5956
408.3132	50.0000	2.5974
408.4132	50.0000	2.6090
408.5130	50.0000	2.6195
408.6128	50.0000	2.6004
408.7128	50.0000	2.6076
408.8133	50.0000	2.6244
408.9131	50.0000	2.7097
409.0131	50.0000	2.7233
409.1129	50.0000	2.8441
409.2137	50.0000	2.7634
409.3144	50.0000	2.5673
409.4155	50.0000	2.5661
409.5155	50.0000	2.5727
409.6155	50.0000	2.5846
409.7155	50.0000	2.6056
409.8152	50.0000	2.5782
409.9155	50.0000	2.5875
410.0155	50.0000	2.5708
410.1155	50.0000	2.5846
410.2156	50.0000	2.6913
410.3154	50.0000	2.9074
410.4155	50.0000	3.0633
410.5155	50.0000	2.7392
410.6149	50.0000	2.5664
410.7155	50.0000	2.5549
410.8148	50.0000	2.5428
410.9156	50.0000	2.5623
411.0165	50.0000	2.5938
411.1157	50.0000	2.6299
411.2157	50.0000	2.6517
411.3172	50.0000	2.6636
411.4167	50.0000	2.6705
411.5166	50.0000	2.5813
411.6169	50.0000	2.5032
411.7184	50.0000	2.5379
411.8180	50.0000	2.5606
411.9177	50.0000	2.6059
412.0179	50.0000	2.5866
412.1177	50.0000	2.6382
412.2197	50.0000	2.7697
412.3203	50.0000	2.6217
412.4207	50.0000	2.5950
412.5216	50.0000	2.6486
412.6207	50.0000	2.6147
412.7212	50.0000	2.5771
412.8207	50.0000	2.5472
412.9211	50.0000	2.5999
413.0213	50.0000	2.6389
413.1218	50.0000	2.6639
413.2221	50.0000	2.4532
413.3220	50.0000	2.4754
413.4222	50.0000	2.5074
413.5224	50.0000	2.5861
413.6225	50.0000	2.6497
413.7227	50.0000	2.6288
413.8237	50.0000	2.6388
413.9247	50.0000	2.6155
414.0256	50.0000	2.6166
414.1256	50.0000	2.6279
414.2256	50.0000	2.7285
414.3256	50.0000	2.9346
414.4256	50.0000	2.9129
414.5256	50.0000	2.8161
414.6256	50.0000	2.7694
414.7252	50.0000	2.8087
414.8256	50.0000	2.7103
414.9256	50.0000	2.6501
415.0256	50.0000	2.6687
415.1256	50.0000	2.5906
415.2251	50.0000	2.6260
415.3256	50.0000	2.6546
415.4252	50.0000	2.6509
415.5256	50.0000	2.5164
415.6255	50.0000	1.9169
415.7256	50.0000	2.2338
415.8256	50.0000	1.4314
415.9251	50.0000	1.6721
416.0256	50.0000	1.6176
416.1256	50.0000	1.6642
416.2276	50.0000	1.5851
416.3274	50.0000	1.8347
416.4273	50.0000	1.9647
416.5272	50.0000	2.1428
416.6269	50.0000	2.3736
416.7268	50.0000	2.6807
416.8279	50.0000	2.3833
416.9281	50.0000	2.5099
417.0281	50.0000	2.1254
417.1277	50.0000	2.2811
417.2280	50.0000	2.2514
417.3280	50.0000	2.1177
417.4280	50.0000	1.9193
417.5280	50.0000	2.0949
417.6280	50.0000	1.9340
417.7280	50.0000	2.1639
417.8280	50.0000	2.0082
417.9280	50.0000	2.4829
418.0280	50.0000	2.2244
418.1280	50.0000	1.6243
418.2280	50.0000	1.5062
418.3280	50.0000	1.5967
418.4281	50.0000	1.5398
418.5279	50.0000	1.8673
418.6280	50.0000	1.6959
418.7279	50.0000	2.5181
418.8279	50.0000	2.1375
418.9280	50.0000	2.1869
419.0280	50.0000	1.9872
419.1280	50.0000	2.0862
419.2278	50.0000	1.9194
419.3280	50.0000	2.0254
419.4280	50.0000	2.0287
419.5280	50.0000	2.4005
419.6280	50.0000	2.0304
419.7277	50.0000	1.9595
419.8280	50.0000	2.3096
419.9279	50.0000	1.9254
420.0281	50.0000	2.0449
420.1281	50.0000	1.9115
420.2281	50.0000	1.7895
420.3277	50.0000	1.7881
420.4277	50.0000	1.7429
420.5281	50.0000	2.0227
420.6280	50.0000	1.9209
420.7280	50.0000	1.8989
420.8287	50.0000	1.5872
420.9288	50.0000	1.3482
421.0299	50.0000	1.1947
421.1299	50.0000	1.0353
421.2307	50.0000	0.7855
421.3305	50.0000	0.0496
421.4307	50.0000	0.2560
421.5312	50.0000	0.0694
421.6317	50.0000	0.1486
421.7308	50.0000	0.4408
421.8312	50.0000	0.5418
421.9310	50.0000	0.7055
422.0321	50.0000	0.9284
422.1318	50.0000	0.9539
422.2318	50.0000	1.1578
422.3322	50.0000	1.3958
422.4330	50.0000	1.0983
422.5333	50.0000	0.8465
422.6333	50.0000	0.7899
422.7333	50.0000	0.7849
422.8335	50.0000	0.6777
422.9328	50.0000	0.9812
423.0329	50.0000	1.1782
423.1336	50.0000	1.0180
423.2333	50.0000	1.0579
423.3332	50.0000	1.3082
423.4338	50.0000	1.0289
423.5349	50.0000	1.0362
423.6352	50.0000	1.0550
423.7356	50.0000	1.0167
423.8357	50.0000	1.0735
423.9377	50.0000	1.0876
424.0379	50.0000	1.2106
424.1379	50.0000	1.2319
424.2381	50.0000	1.1976
424.3390	50.0000	0.9033
424.4391	50.0000	0.9513
424.5407	50.0000	1.1348
424.6405	50.0000	1.0131
424.7402	50.0000	0.9011
424.8399	50.0000	1.0870
424.9409	50.0000	1.1193
425.0407	50.0000	1.1437
425.1409	50.0000	1.2636
425.2409	50.0000	0.7448
425.3413	50.0000	1.0364
425.4417	50.0000	1.3066
425.5418	50.0000	1.3347
425.6421	50.0000	1.0930
425.7423	50.0000	0.7660
425.8426	50.0000	0.7590
425.9427	50.0000	0.8223
426.0418	50.0000	1.1533
426.1422	50.0000	0.7974
426.2428	50.0000	0.6443
426.3434	50.0000	0.5768
426.4436	50.0000	0.5454
426.5437	50.0000	0.7040
426.6437	50.0000	1.3416
426.7437	50.0000	1.4101
426.8437	50.0000	1.1733
426.9449	50.0000	1.0358
427.0456	50.0000	0.8498
427.1457	50.0000	0.3729
427.2456	50.0000	-0.3426
427.3455	50.0000	-0.3502
427.4448	50.0000	-0.3532
427.5450	50.0000	-0.3492
427.6457	50.0000	-0.3484
427.7455	50.0000	-0.3498
427.8462	50.0000	-0.3545
427.9477	50.0000	-0.3538
428.0475	50.0000	-0.3532
428.1471	50.0000	-0.3548
428.2487	50.0000	-0.3547
428.3481	50.0000	-0.3552
428.4480	50.0000	-0.3530
428.5482	50.0000	-0.3526
428.6478	50.0000	-0.3553
428.7478	50.0000	-0.3522
428.8481	50.0000	-0.3538
428.9481	50.0000	-0.3552
429.0481	50.0000	-0.3542
429.1487	50.0000	-0.3569
429.2481	50.0000	-0.3533
429.3481	50.0000	-0.3500
429.4481	50.0000	-0.3527
429.5482	50.0000	-0.3528
429.6488	50.0000	-0.3547
429.7494	50.0000	-0.3542
429.8496	50.0000	-0.3548
429.9489	50.0000	-0.3530
430.0496	50.0000	-0.3555
430.1495	50.0000	-0.3553
430.2494	50.0000	-0.3513
430.3497	50.0000	-0.3591
430.4496	50.0000	-0.3540
430.5493	50.0000	-0.3536
430.6501	50.0000	-0.3554
430.7503	50.0000	-0.3536
430.8507	50.0000	-0.3531
430.9509	50.0000	-0.3548
431.0511	50.0000	-0.3535
431.1513	50.0000	-0.3538
431.2509	50.0000	-0.3518
431.3518	50.0000	-0.3544
431.4528	50.0000	-0.3554
431.5535	50.0000	-0.3531
431.6529	50.0000	-0.3533
431.7537	50.0000	-0.3578
431.8535	50.0000	-0.3515
431.9534	50.0000	-0.3527
432.0533	50.0000	-0.3539
432.1533	50.0000	-0.3536
432.2532	50.0000	-0.3529
432.3531	50.0000	-0.3495
432.4537	50.0000	-0.3556
432.5528	50.0000	-0.3577
432.6529	50.0000	-0.3539
432.7536	50.0000	-0.3554
432.8533	50.0000	-0.3541
432.9533	50.0000	-0.3578
433.0530	50.0000	-0.3555
433.1529	50.0000	-0.3526
433.2538	50.0000	-0.3511
433.3543	50.0000	-0.3552
433.4543	50.0000	-0.3558
433.5542	50.0000	-0.3519
433.6542	50.0000	-0.3536
433.7548	50.0000	-0.3521
433.8557	50.0000	-0.3525
433.9558	50.0000	-0.3563
434.0577	50.0000	-0.3522
434.1577	50.0000	-0.3554
434.2574	50.0000	-0.3531
434.3576	50.0000	-0.3525
434.4575	50.0000	-0.3529
434.5578	50.0000	-0.3533
434.6580	50.0000	-0.3551
434.7580	50.0000	-0.3528
434.8580	50.0000	-0.3478
434.9582	50.0000	-0.3576
435.0580	50.0000	-0.3541
435.1582	50.0000	-0.3515
435.2581	50.0000	-0.3542
435.3581	50.0000	-0.3544
435.4582	50.0000	-0.3528
435.5582	50.0000	-0.3556
435.6582	50.0000	-0.3533
435.7578	50.0000	-0.3539
435.8592	50.0000	-0.3523
435.9602	50.0000	-0.3529
436.0598	50.0000	-0.3520
436.1609	50.0000	-0.3549
436.2614	50.0000	-0.3528
436.3615	50.0000	-0.3530
436.4620	50.0000	-0.3530
436.5621	50.0000	-0.3548
436.6633	50.0000	-0.3540
436.7638	50.0000	-0.3529
436.8632	50.0000	-0.3512
436.9634	50.0000	-0.3542
437.0633	50.0000	-0.3541
437.1634	50.0000	-0.3527
437.2634	50.0000	-0.3526
437.3636	50.0000	-0.3525
437.4637	50.0000	-0.3531
437.5638	50.0000	-0.3533
437.6639	50.0000	-0.3527
437.7642	50.0000	-0.3553
437.8642	50.0000	-0.3515
437.9638	50.0000	-0.3500
438.0646	50.0000	-0.3549
438.1639	50.0000	-0.3533
438.2639	50.0000	-0.3514
438.3639	50.0000	-0.3519
438.4639	50.0000	-0.3544
438.5639	50.0000	-0.3473
438.6638	50.0000	-0.3565
438.7639	50.0000	-0.3514
438.8648	50.0000	-0.3508
438.9649	50.0000	-0.3555
439.0656	50.0000	-0.3531
439.1658	50.0000	-0.3541
439.2658	50.0000	-0.3537
439.3653	50.0000	-0.3535
439.4650	50.0000	-0.3533
439.5658	50.0000	-0.3516
439.6651	50.0000	-0.3539
439.7653	50.0000	-0.3549
439.8658	50.0000	-0.3546
439.9658	50.0000	-0.3504
440.0658	50.0000	-0.3497
440.1657	50.0000	-0.3539
440.2659	50.0000	-0.3532
440.3678	50.0000	-0.3532
440.4682	50.0000	-0.3510
440.5681	50.0000	-0.3562
440.6682	50.0000	-0.3524
440.7682	50.0000	-0.3523
440.8682	50.0000	-0.3523
440.9682	50.0000	-0.3565
441.0687	50.0000	-0.3504
441.1682	50.0000	-0.3538
441.2681	50.0000	-0.3528
441.3682	50.0000	-0.3534
441.4682	50.0000	-0.3546
441.5682	50.0000	-0.3542
441.6683	50.0000	-0.3557
441.7682	50.0000	-0.3537
441.8681	50.0000	-0.3540
441.9681	50.0000	-0.3541
442.0682	50.0000	-0.3539
442.1683	50.0000	-0.3584
442.2679	50.0000	-0.3518
442.3683	50.0000	-0.3509
442.4681	50.0000	-0.3532
442.5683	50.0000	-0.3559
442.6682	50.0000	-0.3526
442.7682	50.0000	-0.3533
442.8683	50.0000	-0.3529
442.9682	50.0000	-0.3548
443.0683	50.0000	-0.3508
443.1683	50.0000	-0.3542
443.2681	50.0000	-0.3576
443.3690	50.0000	-0.3514
443.4694	50.0000	-0.3544
443.5692	50.0000	-0.3531
443.6700	50.0000	-0.3513
443.7701	50.0000	-0.3522
443.8701	50.0000	-0.3525
443.9709	50.0000	-0.3564
444.0715	50.0000	-0.3536
444.1714	50.0000	-0.3549
444.2718	50.0000	-0.3524
444.3719	50.0000	-0.3546
444.4719	50.0000	-0.3544
444.5730	50.0000	-0.3533
444.6737	50.0000	-0.3533
444.7734	50.0000	-0.3542
444.8735	50.0000	-0.3541
444.9734	50.0000	-0.3535
445.0734	50.0000	-0.3531
445.1735	50.0000	-0.3551
445.2737	50.0000	-0.3533
445.3737	50.0000	-0.3542
445.4737	50.0000	-0.3566
445.5738	50.0000	-0.3535
445.6734	50.0000	-0.3547
445.7735	50.0000	-0.3537
445.8735	50.0000	-0.3554
445.9738	50.0000	-0.3541
446.0730	50.0000	-0.3524
446.1737	50.0000	-0.3533
446.2738	50.0000	-0.3846
446.3731	50.0000	-0.4987
446.4731	50.0000	-0.6969
446.5731	50.0000	-0.9635
446.6739	50.0000	-1.0313
446.7739	50.0000	-1.3524
446.8741	50.0000	-1.4008
446.9741	50.0000	-1.6249
447.0744	50.0000	-1.7274
447.1741	50.0000	-1.5169
447.2747	50.0000	-1.5440
447.3750	50.0000	-1.7162
447.4758	50.0000	-1.6934
447.5755	50.0000	-1.7021
447.6758	50.0000	-1.3093
447.7759	50.0000	-1.2264
447.8759	50.0000	-1.3118
447.9754	50.0000	-1.4304
448.0764	50.0000	-1.7864
448.1778	50.0000	-1.6611
448.2776	50.0000	-2.0910
448.3785	50.0000	-2.2824
448.4779	50.0000	-2.1633
448.5786	50.0000	-2.0832
448.6785	50.0000	-1.2133
448.7781	50.0000	-1.3817
448.8782	50.0000	-1.4401
448.9785	50.0000	-1.6926
449.0783	50.0000	-1.6063
449.1782	50.0000	-1.9029
449.2783	50.0000	-1.9882
449.3783	50.0000	-1.9324
449.4783	50.0000	-1.4606
449.5783	50.0000	-0.6999
449.6781	50.0000	-0.8641
449.7783	50.0000	-0.6835
449.8782	50.0000	-1.4931
449.9783	50.0000	-0.8205
450.0792	50.0000	-1.3654
450.1810	50.0000	-0.8372
450.2814	50.0000	0.0649
450.3810	50.0000	-0.1511
450.4816	50.0000	-0.4671
450.5818	50.0000	-0.4266
450.6816	50.0000	0.0023
450.7813	50.0000	-0.5639
450.8810	50.0000	-0.6486
450.9818	50.0000	0.3604
451.0815	50.0000	0.5236
451.1812	50.0000	0.6329
451.2810	50.0000	0.5462
451.3821	50.0000	0.8979
451.4821	50.0000	0.6779
451.5822	50.0000	0.6582
451.6823	50.0000	0.6970
451.7826	50.0000	1.2289
451.8826	50.0000	1.3000
451.9828	50.0000	1.0943
452.0825	50.0000	1.0494
452.1823	50.0000	1.1101
452.2827	50.0000	1.1110
452.3830	50.0000	1.0831
452.4840	50.0000	1.2836
452.5841	50.0000	1.4543
452.6848	50.0000	1.3086
452.7850	50.0000	1.1863
452.8859	50.0000	1.1260
452.9859	50.0000	0.9321
453.0859	50.0000	0.9171
453.1859	50.0000	1.0679
453.2859	50.0000	1.4830
453.3852	50.0000	1.0175
453.4869	50.0000	1.1888
453.5877	50.0000	0.8146
453.6873	50.0000	0.4743
453.7875	50.0000	0.2699
453.8870	50.0000	1.1308
453.9871	50.0000	0.9858
454.0876	50.0000	0.9153
454.1874	50.0000	0.4778
454.2872	50.0000	0.7091
454.3871	50.0000	0.9082
454.4877	50.0000	0.8400
454.5876	50.0000	1.2208
454.6877	50.0000	1.4169
454.7877	50.0000	1.2374
454.8874	50.0000	1.0619
454.9878	50.0000	1.1150
455.0877	50.0000	0.7755
455.1879	50.0000	1.2261
455.2879	50.0000	0.8916
455.3879	50.0000	1.3553
455.4879	50.0000	1.1694
455.5879	50.0000	1.3153
455.6880	50.0000	1.2686
455.7884	50.0000	1.4496
455.8883	50.0000	1.2303
455.9880	50.0000	1.2569
456.0881	50.0000	1.0465
456.1883	50.0000	0.9295
456.2884	50.0000	0.7371
456.3893	50.0000	0.7845
456.4891	50.0000	1.0383
456.5893	50.0000	1.0500
456.6898	50.0000	0.9191
456.7894	50.0000	0.6550
456.8895	50.0000	1.0213
456.9900	50.0000	0.7121
457.0900	50.0000	0.7995
457.1912	50.0000	0.7515
457.2916	50.0000	0.5584
457.3920	50.0000	0.5115
457.4921	50.0000	0.4658
457.5926	50.0000	0.5246
457.6929	50.0000	0.5439
457.7931	50.0000	0.7292
457.8933	50.0000	0.4365
457.9937	50.0000	0.6233
458.0937	50.0000	0.7729
458.1937	50.0000	1.0856
458.2937	50.0000	1.0115
458.3933	50.0000	0.9778
458.4936	50.0000	1.0033
458.5936	50.0000	1.0197
458.6936	50.0000	1.5115
458.7938	50.0000	1.5265
458.8930	50.0000	1.3830
458.9932	50.0000	1.3092
459.0944	50.0000	1.3523
459.1945	50.0000	1.1572
459.2942	50.0000	1.8407
459.3948	50.0000	1.5505
459.4948	50.0000	1.7952
459.5948	50.0000	1.7917
459.6948	50.0000	1.5502
459.7946	50.0000	1.1600
459.8952	50.0000	1.2105
459.9955	50.0000	1.1282
460.0961	50.0000	1.1223
460.1969	50.0000	1.1275
460.2981	50.0000	1.0780
460.3984	50.0000	1.7218
460.4984	50.0000	1.8197
460.5984	50.0000	1.5512
460.6982	50.0000	1.5407
460.8001	50.0000	1.5391
460.9010	50.0000	1.5408
461.0010	50.0000	1.5394
461.1013	50.0000	1.5402
461.2018	50.0000	1.5399
461.3022	50.0000	1.5367
